,CB_company_uuid,legal_name,domain,city,status,category_groups_list,num_funding_rounds,total_funding_usd,total_funding,founded_on,last_funding_on,employee_count,raised_amount_usd,acquiree_name,acquirer_name,acquired_on,went_public_on,valuation_price_usd,valuation_price,money_raised_usd,money_raised,CB_people_uuid,person_name,started_on,ended_on,is_current,title,job_type,first_name,last_name,gender,facebook_url,linkedin_url,twitter_url,facebook_url_exists,linkedin_url_exists,twitter_url_exists
519,570cdd29-837e-3a7f-32fc-c37d877760e3,Actifio Inc.,actifio.com,Waltham,acquired,"Data and Analytics,Hardware,Information Technology,Software",8.0,352500000.0,352500000.0,2009-07-01,2018-08-22,251-500,352500000.0,Actifio,Google Cloud,2020-12-02,,,,,,96ac6b0c-d4b0-4614-1ae4-92933fcf105f,Ash Ashutosh,2009-07-01,,True,"Founder, President and CEO",executive,Ash,Ashutosh,male,,https://www.linkedin.com/in/ashashutosh,https://twitter.com/ashashutosh,0,1,1
521,570cdd29-837e-3a7f-32fc-c37d877760e3,Actifio Inc.,actifio.com,Waltham,acquired,"Data and Analytics,Hardware,Information Technology,Software",8.0,352500000.0,352500000.0,2009-07-01,2018-08-22,251-500,352500000.0,Actifio,Google Cloud,2020-12-02,,,,,,17da6320-94a0-ff80-3f0b-b2dde6d9ea38,David Chang,2009-03-01,2020-12-01,False,Co-founder and VP,executive,David,Chang,male,,http://www.linkedin.com/pub/david-chang/1/51a/96,,0,1,0
529,5f7e3317-8e72-45d3-bd18-c0ba08ab08ea,"MainStreet Work, Inc.",mainstreet.com,San Jose,operating,"Financial Services,Government and Military,Software,Transportation",5.0,64650000.0,64650000.0,2019-10-01,2022-01-04,101-250,64650000.0,,,,,,,,,18334b16-c840-1f1e-bd46-75507b560826,Doug Ludlow,2019-10-01,,True,Co-Founder and CEO,executive,Doug,Ludlow,male,https://www.facebook.com/dougludlow,https://www.linkedin.com/in/dougludlow,https://twitter.com/dougludlow,1,1,1
550,a363ce69-69f5-6f53-edac-935ccba55a09,"Bizible, Inc.",bizible.com,Seattle,closed,"Advertising,Data and Analytics,Information Technology,Internet Services,Sales and Marketing,Software",8.0,42747995.0,42747995.0,2011-02-01,2020-11-13,11-50,42747995.0,Bizible,Marketo,2018-04-30,,,,,,420079ec-481a-5a37-8581-68534fa48b8c,Andy Turman,2010-08-01,2018-04-01,False,Co-Founder,executive,Andy,Turman,male,,https://www.linkedin.com/in/andyturman,https://twitter.com/AndyTurman,0,1,1
581,9d065cf7-f619-0f42-4b98-b4733c0fa26d,"Mindtouch, Inc.",mindtouch.com,San Diego,acquired,"Information Technology,Internet Services,Other,Professional Services,Sales and Marketing,Software",1.0,12000000.0,12000000.0,2004-12-01,2016-01-14,51-100,12000000.0,MindTouch,NICE Systems,2021-04-20,,,,,,996628cb-19f6-fda2-3eee-9f8d94fed268,Aaron Fulkerson,2005-01-01,2018-05-01,False,Co-Founder & CEO,executive,Aaron,Fulkerson,male,http://www.facebook.com/aaron.fulkerson,http://www.linkedin.com/in/aaronfulkerson,http://twitter.com/roebot,1,1,1
582,9d065cf7-f619-0f42-4b98-b4733c0fa26d,"Mindtouch, Inc.",mindtouch.com,San Diego,acquired,"Information Technology,Internet Services,Other,Professional Services,Sales and Marketing,Software",1.0,12000000.0,12000000.0,2004-12-01,2016-01-14,51-100,12000000.0,MindTouch,NICE Systems,2021-04-20,,,,,,fe374a1f-0ab3-824e-c049-c657c762d7f6,Steve Bjorg,2005-02-01,,True,Founder & CTO,executive,Steve,Bjorg,male,,http://www.linkedin.com/in/bjorg,http://twitter.com/bjorg,0,1,1
616,b3306109-b673-3b00-1f0d-34840452d478,"EveryMove, Inc.",everymove.org,Seattle,closed,"Financial Services,Health Care,Sports",5.0,6143000.0,6143000.0,2008-01-01,2013-04-01,11-50,6143000.0,EveryMove,Higi,2017-03-15,,,,,,d71d7ef9-f730-f078-333f-06dd9689c833,Marcelo Calbucci,2011-03-01,2015-07-01,False,Co-founder & CTO,executive,Marcelo,Calbucci,male,http://www.facebook.com/calbucci,http://www.linkedin.com/in/marcelocalbucci,http://twitter.com/calbucci,1,1,1
618,8adae63e-fac9-89fc-fcdf-3f161498ddd0,"Weebly, Inc.",weebly.com,San Francisco,acquired,"Commerce and Shopping,Content and Publishing,Internet Services,Media and Entertainment,Mobile,Software",5.0,35670000.0,35670000.0,2007-01-01,2014-04-22,1001-5000,35670000.0,Weebly,Square,2018-04-26,,,,,,3999d0be-6d00-1ce6-2616-3f1da6e09184,David Rusenko,2006-02-01,2018-01-01,False,Founder & CEO,executive,David,Rusenko,male,http://www.facebook.com/davidr,https://www.linkedin.com/in/drusenko/,http://twitter.com/drusenko,1,1,1
620,8adae63e-fac9-89fc-fcdf-3f161498ddd0,"Weebly, Inc.",weebly.com,San Francisco,acquired,"Commerce and Shopping,Content and Publishing,Internet Services,Media and Entertainment,Mobile,Software",5.0,35670000.0,35670000.0,2007-01-01,2014-04-22,1001-5000,35670000.0,Weebly,Square,2018-04-26,,,,,,60e615ca-4c9f-593d-dc89-1781ae3d0fd1,Chris Fanini,2006-09-01,,True,Founder & CTO,executive,Chris,Fanini,male,,https://www.linkedin.com/in/chrisfanini,,0,1,0
622,8adae63e-fac9-89fc-fcdf-3f161498ddd0,"Weebly, Inc.",weebly.com,San Francisco,acquired,"Commerce and Shopping,Content and Publishing,Internet Services,Media and Entertainment,Mobile,Software",5.0,35670000.0,35670000.0,2007-01-01,2014-04-22,1001-5000,35670000.0,Weebly,Square,2018-04-26,,,,,,6b1fdbb1-caac-8d99-ef1c-697d6437154a,Dan Veltri,2006-01-01,,True,Founder & CPO,executive,Dan,Veltri,male,http://www.facebook.com/veltri,https://www.linkedin.com/in/veltri/,http://twitter.com/danveltri,1,1,1
629,6cf7fb67-0049-ae25-4594-07be7e19e218,"Civic Technologies, Inc.",civic.com,San Francisco,operating,"Information Technology,Other,Privacy and Security",10.0,35750000.0,35750000.0,2015-01-01,2019-01-25,11-50,35750000.0,,,,,,,,,3e2502aa-2441-4750-809d-e32e33eb9b0c,Vinny Lingham,2016-01-01,,True,Co-founder & Chief Executive Officer,executive,Vinny,Lingham,male,http://www.facebook.com/vinnylingham,http://www.linkedin.com/in/vinnylingham,http://twitter.com/VinnyLingham,1,1,1
635,b0feaf9e-89b3-48be-fc7c-9b9f12ffc8df,"Legion M Entertainment, Inc",legionm.com,Los Angeles,operating,"Events,Hardware,Internet Services,Media and Entertainment,Sales and Marketing,Software,Video",8.0,10000000.0,10000000.0,2016-01-01,2019-11-06,11-50,10000000.0,,,,,,,,,4a5d778d-9c34-5c58-93c1-92b3da88d1da,Paul Scanlan,2015-11-01,,True,Cofounder and CEO,executive,Paul,Scanlan,male,,https://www.linkedin.com/in/paulscanlan/,,0,1,0
642,51ef0cda-09c1-f1ce-3a68-42319f27b4ce,"Kongregate, Inc.",kongregate.com,San Francisco,acquired,"Gaming,Internet Services,Mobile,Platforms,Software",4.0,19000000.0,19000000.0,2006-01-01,2013-07-02,51-100,19000000.0,Kongregate,GameStop,2010-07-27,,,,,,538e6097-768e-0471-59c6-01bc955a9531,Jim Greer,2006-05-01,2014-03-01,False,Co-Founder & CEO,executive,Jim,Greer,male,http://www.facebook.com/jim.greer,http://www.linkedin.com/in/jimgreer,http://twitter.com/jimgreer,1,1,1
643,51ef0cda-09c1-f1ce-3a68-42319f27b4ce,"Kongregate, Inc.",kongregate.com,San Francisco,acquired,"Gaming,Internet Services,Mobile,Platforms,Software",4.0,19000000.0,19000000.0,2006-01-01,2013-07-02,51-100,19000000.0,Kongregate,GameStop,2010-07-27,,,,,,dd7900d5-6487-2763-4cad-077736268b28,Emily Greer,2014-02-01,2019-05-01,False,Co-Founder & CEO,executive,Emily,Greer,female,https://www.facebook.com/emily.greer,http://www.linkedin.com/pub/emily-greer/0/4a8/681,https://twitter.com/EmilyG,1,1,1
644,08d747cd-e7e6-4bc0-b4cf-8627a5495a27,Double Loop Games Inc.,doubleloopgames.com,San Francisco,operating,"Gaming,Media and Entertainment,Mobile",3.0,10500000.0,10500000.0,2019-01-01,2021-05-27,1-10,10500000.0,,,,,,,,,dd7900d5-6487-2763-4cad-077736268b28,Emily Greer,2019-07-01,,True,Founder & CEO,executive,Emily,Greer,female,https://www.facebook.com/emily.greer,http://www.linkedin.com/pub/emily-greer/0/4a8/681,https://twitter.com/EmilyG,1,1,1
652,1116ae35-24ab-40d3-8d83-2569cb7b46a2,"Origin Protocol, Inc.",originprotocol.com,San Francisco,operating,"Commerce and Shopping,Internet Services,Other,Software",9.0,38155763.0,38155763.0,2017-01-01,2019-11-04,11-50,38155763.0,,,,,,,,,9d7333aa-0e76-5462-c9c1-97384f205e23,Josh Fraser,2017-06-01,,True,Co-founder,executive,Josh,Fraser,male,http://www.facebook.com/joshfraser,http://www.linkedin.com/in/joshuafraser,http://twitter.com/joshfraser,1,1,1
655,62340381-0859-4be6-b095-d384201b381f,"XMTP, Inc.",xmtp.com,Austin,operating,"Financial Services,Hardware,Information Technology,Internet Services,Messaging and Telecommunications,Payments,Software",2.0,25000000.0,25000000.0,2021-01-01,2021-08-31,unknown,25000000.0,,,,,,,,,8ee99590-6bae-54cd-f5d8-1768aaaf6072,Matt Galligan,2021-05-01,,True,Co-founder and CEO,executive,Matt,Galligan,male,http://www.facebook.com/mattgalligan,http://www.linkedin.com/in/mattgalligan,http://twitter.com/mg,1,1,1
673,80b100c4-c38b-82da-40ed-444e04d90421,Cultivate Technology Inc.,cultivate.com,San Francisco,acquired,"Administrative Services,Artificial Intelligence,Data and Analytics,Professional Services,Science and Engineering,Software",2.0,10000000.0,10000000.0,2017-01-01,2019-11-06,11-50,10000000.0,Cultivate,Perceptyx,2022-02-15,,,,,,283452a4-706a-dd8d-8cfd-e83b356efcd2,Samir Meghani,2017-01-01,,True,Co-Founder,executive,Samir,Meghani,male,,https://www.linkedin.com/in/samirmeghani,,0,1,0
687,ea677a73-51db-68eb-2b71-0a3eabe63568,"Jam City, Inc.",jamcity.com,Culver City,operating,"Apps,Gaming,Internet Services,Media and Entertainment,Mobile,Software",5.0,652000000.0,652000000.0,2010-01-01,2021-09-08,501-1000,652000000.0,,,,,,,,,029ebde3-3a1f-14ed-ad16-6344bd248e48,Chris DeWolfe,2010-03-01,,True,CEO & Co-Founder,executive,Chris,DeWolfe,male,,https://www.linkedin.com/in/chrisdewolfe,http://twitter.com/Chris_DeWolfe,0,1,1
691,ea677a73-51db-68eb-2b71-0a3eabe63568,"Jam City, Inc.",jamcity.com,Culver City,operating,"Apps,Gaming,Internet Services,Media and Entertainment,Mobile,Software",5.0,652000000.0,652000000.0,2010-01-01,2021-09-08,501-1000,652000000.0,,,,,,,,,57fadd88-5a16-e6a7-98ee-61f2a4f241e4,Aber Whitcomb,2010-03-03,,True,CTO and Co-Founder,executive,Aber,Whitcomb,male,https://www.facebook.com/aberwhitcomb,https://www.linkedin.com/in/aberwhitcomb/,https://twitter.com/AberWhitcomb,1,1,1
746,4cb7db7b-0581-3c51-3ff1-8ae84a0a101e,"Barkbox, Inc.",tinyurl.com,New York,ipo,"Commerce and Shopping,Community and Lifestyle,Media and Entertainment,Other",6.0,281725000.0,281725000.0,2011-01-01,2021-06-02,501-1000,281725000.0,,,,2021-06-02,1600000000.0,1600000000.0,454000000.0,454000000.0,7e030c61-6b4f-e031-1d03-486bc7ea215e,Matt Meeker,2011-10-01,,True,Founder and CEO,executive,Matt,Meeker,male,,https://www.linkedin.com/in/mattmeeker/,http://twitter.com/mmeeker,0,1,1
769,6a4a2e74-0801-24b7-d755-881b07025f17,Trulia Inc.,trulia.com,San Francisco,acquired,"Apps,Commerce and Shopping,Internet Services,Mobile,Real Estate,Software",6.0,255100000.0,255100000.0,2004-01-01,2013-12-18,101-250,255100000.0,Trulia,Zillow,2014-07-28,2012-09-20,448403118.0,448403118.0,102000000.0,102000000.0,8255a1fd-6982-b8e4-6cd1-fc200d4bf739,Pete Flint,,,False,Founder & CEO,executive,Pete,Flint,male,,http://www.linkedin.com/in/peteflint,http://twitter.com/PeteFlint,0,1,1
771,6a4a2e74-0801-24b7-d755-881b07025f17,Trulia Inc.,trulia.com,San Francisco,acquired,"Apps,Commerce and Shopping,Internet Services,Mobile,Real Estate,Software",6.0,255100000.0,255100000.0,2004-01-01,2013-12-18,101-250,255100000.0,Trulia,Zillow,2014-07-28,2012-09-20,448403118.0,448403118.0,102000000.0,102000000.0,1fe4e546-739f-20c7-3d2a-aa5210459caa,Sami Inkinen,2010-02-01,2012-04-01,False,Co-Founder & President,executive,Sami,Inkinen,male,http://www.facebook.com/sami.inkinen,http://www.linkedin.com/in/samiinkinen,http://twitter.com/samiinkinen,1,1,1
773,6a4a2e74-0801-24b7-d755-881b07025f17,Trulia Inc.,trulia.com,San Francisco,acquired,"Apps,Commerce and Shopping,Internet Services,Mobile,Real Estate,Software",6.0,255100000.0,255100000.0,2004-01-01,2013-12-18,101-250,255100000.0,Trulia,Zillow,2014-07-28,2012-09-20,448403118.0,448403118.0,102000000.0,102000000.0,404ff561-3cbd-ba04-69b8-0d46789361ab,Sean Black,2005-12-01,2010-05-01,False,"Founding Team & VP, Sales",employee,Sean,Black,male,,http://www.linkedin.com/in/seanblack,http://twitter.com/seanblack,0,1,1
776,6a4a2e74-0801-24b7-d755-881b07025f17,Trulia Inc.,trulia.com,San Francisco,acquired,"Apps,Commerce and Shopping,Internet Services,Mobile,Real Estate,Software",6.0,255100000.0,255100000.0,2004-01-01,2013-12-18,101-250,255100000.0,Trulia,Zillow,2014-07-28,2012-09-20,448403118.0,448403118.0,102000000.0,102000000.0,6c5161e5-4af2-3af0-02ae-f31f44f7d65a,Alejandro Foung,,,False,Founder,executive,Alejandro,Foung,male,,https://www.linkedin.com/in/alejandrofoung,https://twitter.com/foung,0,1,1
806,ac9ce2f6-47a1-8d6e-514e-49f7737b86fd,LendingClub Corporation,lendingclub.com,San Francisco,ipo,"Financial Services,Lending and Investments,Other",15.0,392230000.0,392230000.0,2007-01-01,2017-04-09,501-1000,392230000.0,,,,2014-12-11,5400000000.0,5400000000.0,865500000.0,865500000.0,03418c77-5562-a195-fa31-723296089140,Renaud Laplanche,2006-10-01,2016-05-01,False,Founder,executive,Renaud,Laplanche,male,,http://www.linkedin.com/in/renaudlaplanche,,0,1,0
807,63277eb5-c138-28cc-b708-79a4017c14fe,"Upgrade, Inc.",upgrade.com,San Francisco,operating,"Financial Services,Lending and Investments,Mobile",8.0,587000000.0,587000000.0,2016-01-01,2021-11-16,251-500,587000000.0,,,,,,,,,03418c77-5562-a195-fa31-723296089140,Renaud Laplanche,2016-08-01,,True,Co-Founder and CEO,executive,Renaud,Laplanche,male,,http://www.linkedin.com/in/renaudlaplanche,,0,1,0
808,ac9ce2f6-47a1-8d6e-514e-49f7737b86fd,LendingClub Corporation,lendingclub.com,San Francisco,ipo,"Financial Services,Lending and Investments,Other",15.0,392230000.0,392230000.0,2007-01-01,2017-04-09,501-1000,392230000.0,,,,2014-12-11,5400000000.0,5400000000.0,865500000.0,865500000.0,509d38f0-0a89-d682-ad12-8e80d5520c56,Joaquin Delgado,2007-01-01,2008-07-01,False,CTO & Co-founder,executive,Joaquin,Delgado,male,,http://www.linkedin.com/in/joaquind,http://twitter.com/joaquind,0,1,1
809,ac9ce2f6-47a1-8d6e-514e-49f7737b86fd,LendingClub Corporation,lendingclub.com,San Francisco,ipo,"Financial Services,Lending and Investments,Other",15.0,392230000.0,392230000.0,2007-01-01,2017-04-09,501-1000,392230000.0,,,,2014-12-11,5400000000.0,5400000000.0,865500000.0,865500000.0,0d1cb8fb-7a4f-ed3f-4550-6ab620b060db,Soul Htite,2007-02-01,2011-07-01,False,Co-founder/Head of technology,employee,Soul,Htite,male,https://www.facebook.com/soul.htite,http://www.linkedin.com/in/soulhtite,https://twitter.com/soulhtite,1,1,1
810,63277eb5-c138-28cc-b708-79a4017c14fe,"Upgrade, Inc.",upgrade.com,San Francisco,operating,"Financial Services,Lending and Investments,Mobile",8.0,587000000.0,587000000.0,2016-01-01,2021-11-16,251-500,587000000.0,,,,,,,,,0d1cb8fb-7a4f-ed3f-4550-6ab620b060db,Soul Htite,2017-04-01,,True,Co-founder & Senior Advisor,executive,Soul,Htite,male,https://www.facebook.com/soul.htite,http://www.linkedin.com/in/soulhtite,https://twitter.com/soulhtite,1,1,1
811,ac9ce2f6-47a1-8d6e-514e-49f7737b86fd,LendingClub Corporation,lendingclub.com,San Francisco,ipo,"Financial Services,Lending and Investments,Other",15.0,392230000.0,392230000.0,2007-01-01,2017-04-09,501-1000,392230000.0,,,,2014-12-11,5400000000.0,5400000000.0,865500000.0,865500000.0,a5f72b5a-985c-e1d5-01cc-976ba2b5e2fd,John Donovan,2007-01-01,2012-08-01,False,"Founder & EVP, Chief Operating Officer, Board Member",executive,John,Donovan,male,,https://www.linkedin.com/in/jgdonovan,,0,1,0
6507,b83b6b76-0b56-2fbb-24ac-eb3444e4b650,"Alios BioPharma, Inc.",aliosbiopharma.com,South San Francisco,acquired,"Biotechnology,Health Care,Science and Engineering",4.0,74400001.0,74400001.0,2006-01-01,2014-04-07,51-100,74400001.0,Alios BioPharma,Johnson & Johnson,2014-09-30,,,,,,14102a5a-c869-22c5-38e8-85faa79e5860,John Donovan,2010-02-01,2015-12-01,False,"Founder, Chief Business Officer",executive,John,Donovan,male,,https://www.linkedin.com/in/john-donovan-1605b677,,0,1,0
812,e24d9888-b1d7-b59d-fbab-a02f85fc3b76,Adobe Systems Incorporated.,advertising.adobe.com,Emeryville,acquired,"Advertising,Content and Publishing,Data and Analytics,Internet Services,Media and Entertainment,Sales and Marketing,Software,Video",8.0,136057047.0,136057047.0,2006-11-01,2015-06-11,101-250,136057047.0,TubeMogul,Adobe,2016-11-10,2014-07-25,215100000.0,215100000.0,43750000.0,43750000.0,f7976a4b-7842-af77-c109-c2db6ab5f5e9,Brett Wilson,2007-01-01,2016-12-01,False,Co-Founder & Chief Executive Officer,executive,Brett,Wilson,male,https://www.facebook.com/brettjameswilson,http://www.linkedin.com/in/bjwilson,http://twitter.com/bjwilson34,1,1,1
813,e24d9888-b1d7-b59d-fbab-a02f85fc3b76,Adobe Systems Incorporated.,advertising.adobe.com,Emeryville,acquired,"Advertising,Content and Publishing,Data and Analytics,Internet Services,Media and Entertainment,Sales and Marketing,Software,Video",8.0,136057047.0,136057047.0,2006-11-01,2015-06-11,101-250,136057047.0,TubeMogul,Adobe,2016-11-10,2014-07-25,215100000.0,215100000.0,43750000.0,43750000.0,0f6aeac2-39f3-b462-3176-2827925a626a,John Hughes,2006-08-01,2016-12-01,False,President of Products & Co-Founder,executive,John,Hughes,male,,https://www.linkedin.com/in/johnhughes5/,http://twitter.com/stokaace,0,1,1
827,7c424e99-3db5-3497-90c1-5a5ace955c43,"Connexity, Inc.",connexity.com,Los Angeles,acquired,"Advertising,Commerce and Shopping,Internet Services,Sales and Marketing",3.0,5000000.0,5000000.0,1996-01-01,2012-08-02,501-1000,5000000.0,Connexity,Shopzilla,2014-02-19,,,,,,2454fa91-3c3f-7c9c-a0c6-26a350668e28,Henri Asseily,,,True,Founder,executive,Henri,Asseily,male,,http://www.linkedin.com/pub/henri-asseily/0/138/920,http://twitter.com/rikkles,0,1,1
829,7c424e99-3db5-3497-90c1-5a5ace955c43,"Connexity, Inc.",connexity.com,Los Angeles,acquired,"Advertising,Commerce and Shopping,Internet Services,Sales and Marketing",3.0,5000000.0,5000000.0,1996-01-01,2012-08-02,501-1000,5000000.0,Connexity,Shopzilla,2014-02-19,,,,,,b35f2226-1c6d-7b92-f24b-6ec380d7ee42,Farhad Mohit,,,True,Founder,executive,Farhad,Mohit,male,http://www.facebook.com/farhad667,http://www.linkedin.com/in/farhad667,http://twitter.com/farhad667,1,1,1
858,57d20a45-b17e-1f6a-9cfe-4b4bb7e1ab41,"Delivery Agent, Inc.",deliveryagent.com,San Francisco,acquired,"Advertising,Commerce and Shopping,Sales and Marketing",13.0,163442109.0,163442109.0,2001-01-01,2015-07-21,51-100,163442109.0,Delivery Agent,Hillair Capital,2016-11-17,,,,,,b1d35155-72fb-6124-a291-bef9a4ef1ddc,Kim Marder,2002-01-01,2017-01-01,False,Founder & Chief Media Officer,employee,Kim,Marder,female,,http://www.linkedin.com/pub/kim-marder/2/574/341,,0,1,0
859,57d20a45-b17e-1f6a-9cfe-4b4bb7e1ab41,"Delivery Agent, Inc.",deliveryagent.com,San Francisco,acquired,"Advertising,Commerce and Shopping,Sales and Marketing",13.0,163442109.0,163442109.0,2001-01-01,2015-07-21,51-100,163442109.0,Delivery Agent,Hillair Capital,2016-11-17,,,,,,90b38759-79c3-84ae-df54-4fc78163cd77,Mike Fitzsimmons,2005-10-01,2019-01-01,False,Founder & Chief Executive Officer,executive,Mike,Fitzsimmons,male,,https://www.linkedin.com/in/michael-fitzsimmons-a3698,,0,1,0
866,5c25c693-f629-0b37-3a98-83f2b83a7d4a,"Brandless, Inc.",brandless.com,Draper,operating,"Commerce and Shopping,Consumer Goods,Other",6.0,410500000.0,410500000.0,2016-01-01,2021-08-04,251-500,410500000.0,,,,,,,,,3290b987-07c6-197d-2e4d-123dcfd3a522,Tina Sharkey,2014-01-01,,False,Co-Founder & CEO,executive,Tina,Sharkey,female,https://www.facebook.com/tina.sharkey,http://www.linkedin.com/in/tinasharkey,http://twitter.com/TinaSharkey,1,1,1
898,e799caf7-ca8c-b0d9-b789-7d5c6e6ea0ee,"Landit, Inc.",landit.com,New York,operating,"Community and Lifestyle,Professional Services,Software",5.0,18900000.0,18900000.0,2014-01-01,2020-10-06,11-50,18900000.0,,,,,,,,,8714ba50-f7f9-4bbb-ad87-69c9cf3b3b8e,Sheila Marcelo,,,True,Co-Founder,executive,Sheila,Marcelo,female,,http://www.linkedin.com/in/sheilamarcelo,https://twitter.com/smarcelo,0,1,1
910,24c8ca2e-d820-598f-ebb1-bb1e5982646f,"Hatch Baby, Inc.",hatch.co,Menlo Park,operating,"Community and Lifestyle,Consumer Electronics,Hardware,Health Care,Other",5.0,27100000.0,27100000.0,2015-01-01,2020-05-04,51-100,27100000.0,,,,,,,,,1d91d05c-9f17-77f7-2e9b-9d07ab700573,Ann Crady Weiss,2013-01-01,,True,"Founder, CEO",executive,Ann Crady,Weiss,female,https://www.facebook.com/ann.crady,https://www.linkedin.com/in/ann-crady-weiss-477678,https://twitter.com/anncradyweiss,1,1,1
955,e7e62164-a0b3-e613-b0df-5a8c4ed821f9,"Ripl, Inc.",ripl.com,Seattle,operating,"Internet Services,Media and Entertainment,Mobile,Sales and Marketing,Software,Sports",8.0,8110000.0,8110000.0,2012-01-01,2017-03-31,11-50,8110000.0,,,,,,,,,cb8b5e46-76a0-3eee-a5a4-af23e6a3f9f5,Paul Ingalls,2012-01-01,2015-10-01,False,Co-Founder & CEO,executive,Paul,Ingalls,male,http://www.facebook.com/paulingalls,http://www.linkedin.com/in/paulingalls,http://twitter.com/paulingalls,1,1,1
956,e7e62164-a0b3-e613-b0df-5a8c4ed821f9,"Ripl, Inc.",ripl.com,Seattle,operating,"Internet Services,Media and Entertainment,Mobile,Sales and Marketing,Software,Sports",8.0,8110000.0,8110000.0,2012-01-01,2017-03-31,11-50,8110000.0,,,,,,,,,358f62b8-4dd5-260f-e3fb-fd89b750935d,Dana Dyksterhuis,,2015-01-01,False,Co-Founder,advisor,Dana,Dyksterhuis,female,,http://www.linkedin.com/in/danadyksterhuis,http://twitter.com/danad103,0,1,1
